| OpenMP mode | # teams | # threads | # threads per team | # particles | # calculations | average calculation time (s) | average total time (s) |
| gpu         | 266     | 2128      | 8                  | 1000000     | 100            | 1.711637e-03                 | 3.334873e-02           |
| gpu         | 267     | 2136      | 8                  | 1000000     | 100            | 1.709185e-03                 | 3.334181e-02           |
| gpu         | 268     | 2144      | 8                  | 1000000     | 100            | 1.704200e-03                 | 3.335617e-02           |
| gpu         | 269     | 2152      | 8                  | 1000000     | 100            | 1.706317e-03                 | 3.338732e-02           |
| gpu         | 270     | 2160      | 8                  | 1000000     | 100            | 1.703156e-03                 | 3.336814e-02           |
| gpu         | 271     | 2168      | 8                  | 1000000     | 100            | 1.700779e-03                 | 3.342862e-02           |
| gpu         | 272     | 2176      | 8                  | 1000000     | 100            | 1.698127e-03                 | 3.334322e-02           |
| gpu         | 273     | 2184      | 8                  | 1000000     | 100            | 1.694730e-03                 | 3.336982e-02           |
| gpu         | 274     | 2192      | 8                  | 1000000     | 100            | 1.692232e-03                 | 3.335285e-02           |
| gpu         | 275     | 2200      | 8                  | 1000000     | 100            | 1.689786e-03                 | 3.337856e-02           |
| gpu         | 276     | 2208      | 8                  | 1000000     | 100            | 1.685379e-03                 | 3.335311e-02           |
| gpu         | 277     | 2216      | 8                  | 1000000     | 100            | 1.684807e-03                 | 3.331745e-02           |
| gpu         | 278     | 2224      | 8                  | 1000000     | 100            | 1.681668e-03                 | 3.333872e-02           |
| gpu         | 279     | 2232      | 8                  | 1000000     | 100            | 1.678843e-03                 | 3.330387e-02           |
| gpu         | 280     | 2240      | 8                  | 1000000     | 100            | 1.675757e-03                 | 3.330987e-02           |
| gpu         | 281     | 2248      | 8                  | 1000000     | 100            | 1.677192e-03                 | 3.330005e-02           |
| gpu         | 282     | 2256      | 8                  | 1000000     | 100            | 1.673086e-03                 | 3.331628e-02           |
| gpu         | 283     | 2264      | 8                  | 1000000     | 100            | 1.673640e-03                 | 3.330752e-02           |
| gpu         | 284     | 2272      | 8                  | 1000000     | 100            | 1.669933e-03                 | 3.333816e-02           |
| gpu         | 285     | 2280      | 8                  | 1000000     | 100            | 1.668908e-03                 | 3.331416e-02           |
| gpu         | 286     | 2288      | 8                  | 1000000     | 100            | 1.666775e-03                 | 3.330547e-02           |
| gpu         | 287     | 2296      | 8                  | 1000000     | 100            | 1.664493e-03                 | 3.337399e-02           |
| gpu         | 288     | 2304      | 8                  | 1000000     | 100            | 1.663750e-03                 | 3.330773e-02           |
| gpu         | 289     | 2312      | 8                  | 1000000     | 100            | 1.660471e-03                 | 3.342422e-02           |
| gpu         | 290     | 2320      | 8                  | 1000000     | 100            | 1.659768e-03                 | 3.329802e-02           |
| gpu         | 291     | 2328      | 8                  | 1000000     | 100            | 1.657206e-03                 | 3.336704e-02           |
| gpu         | 292     | 2336      | 8                  | 1000000     | 100            | 1.657347e-03                 | 3.330885e-02           |
| gpu         | 293     | 2344      | 8                  | 1000000     | 100            | 1.655111e-03                 | 3.330668e-02           |
| gpu         | 294     | 2352      | 8                  | 1000000     | 100            | 1.654614e-03                 | 3.330578e-02           |
| gpu         | 295     | 2360      | 8                  | 1000000     | 100            | 1.650060e-03                 | 3.329657e-02           |
| gpu         | 296     | 2368      | 8                  | 1000000     | 100            | 1.649149e-03                 | 3.329199e-02           |
| gpu         | 297     | 2376      | 8                  | 1000000     | 100            | 1.646407e-03                 | 3.326064e-02           |
| gpu         | 298     | 2384      | 8                  | 1000000     | 100            | 1.648620e-03                 | 3.327337e-02           |
| gpu         | 299     | 2392      | 8                  | 1000000     | 100            | 1.646881e-03                 | 3.326726e-02           |
| gpu         | 300     | 2400      | 8                  | 1000000     | 100            | 1.640499e-03                 | 3.326547e-02           |
| gpu         | 301     | 2408      | 8                  | 1000000     | 100            | 1.642866e-03                 | 3.327205e-02           |
| gpu         | 302     | 2416      | 8                  | 1000000     | 100            | 1.642344e-03                 | 3.328924e-02           |
| gpu         | 303     | 2424      | 8                  | 1000000     | 100            | 1.642598e-03                 | 3.326521e-02           |
| gpu         | 304     | 2432      | 8                  | 1000000     | 100            | 1.640324e-03                 | 3.328134e-02           |
| gpu         | 305     | 2440      | 8                  | 1000000     | 100            | 1.637969e-03                 | 3.333565e-02           |
| gpu         | 306     | 2448      | 8                  | 1000000     | 100            | 1.639512e-03                 | 3.326028e-02           |
| gpu         | 307     | 2456      | 8                  | 1000000     | 100            | 1.636638e-03                 | 3.338113e-02           |
| gpu         | 308     | 2464      | 8                  | 1000000     | 100            | 1.642360e-03                 | 3.326932e-02           |
| gpu         | 309     | 2472      | 8                  | 1000000     | 100            | 1.644345e-03                 | 3.328832e-02           |
| gpu         | 310     | 2480      | 8                  | 1000000     | 100            | 1.643756e-03                 | 3.331191e-02           |
| gpu         | 311     | 2488      | 8                  | 1000000     | 100            | 1.641816e-03                 | 3.330763e-02           |
| gpu         | 312     | 2496      | 8                  | 1000000     | 100            | 1.641839e-03                 | 3.329127e-02           |
| gpu         | 313     | 2504      | 8                  | 1000000     | 100            | 1.642649e-03                 | 3.330842e-02           |
| gpu         | 314     | 2512      | 8                  | 1000000     | 100            | 1.644130e-03                 | 3.327802e-02           |
| gpu         | 315     | 2520      | 8                  | 1000000     | 100            | 1.644543e-03                 | 3.326442e-02           |
| gpu         | 316     | 2528      | 8                  | 1000000     | 100            | 1.646480e-03                 | 3.327708e-02           |
| gpu         | 317     | 2536      | 8                  | 1000000     | 100            | 1.647513e-03                 | 3.327078e-02           |
| gpu         | 318     | 2544      | 8                  | 1000000     | 100            | 1.641988e-03                 | 3.327350e-02           |
| gpu         | 319     | 2552      | 8                  | 1000000     | 100            | 1.645739e-03                 | 3.327954e-02           |
| gpu         | 320     | 2560      | 8                  | 1000000     | 100            | 1.645102e-03                 | 3.328062e-02           |
| gpu         | 321     | 2568      | 8                  | 1000000     | 100            | 1.646179e-03                 | 3.326426e-02           |
| gpu         | 322     | 2576      | 8                  | 1000000     | 100            | 1.648479e-03                 | 3.328138e-02           |
| gpu         | 323     | 2584      | 8                  | 1000000     | 100            | 1.644006e-03                 | 3.334883e-02           |
| gpu         | 324     | 2592      | 8                  | 1000000     | 100            | 1.647943e-03                 | 3.330338e-02           |
| gpu         | 325     | 2600      | 8                  | 1000000     | 100            | 1.650178e-03                 | 3.337727e-02           |
| gpu         | 326     | 2608      | 8                  | 1000000     | 100            | 1.645719e-03                 | 3.327742e-02           |
| gpu         | 327     | 2616      | 8                  | 1000000     | 100            | 1.649056e-03                 | 3.332389e-02           |
| gpu         | 328     | 2624      | 8                  | 1000000     | 100            | 1.647817e-03                 | 3.329361e-02           |
| gpu         | 329     | 2632      | 8                  | 1000000     | 100            | 1.648589e-03                 | 3.328694e-02           |
| gpu         | 330     | 2640      | 8                  | 1000000     | 100            | 1.648686e-03                 | 3.330011e-02           |
| gpu         | 331     | 2648      | 8                  | 1000000     | 100            | 1.647588e-03                 | 3.328797e-02           |
| gpu         | 332     | 2656      | 8                  | 1000000     | 100            | 1.649893e-03                 | 3.325509e-02           |
| gpu         | 333     | 2664      | 8                  | 1000000     | 100            | 1.649237e-03                 | 3.325389e-02           |
| gpu         | 334     | 2672      | 8                  | 1000000     | 100            | 1.649998e-03                 | 3.326494e-02           |
| gpu         | 335     | 2680      | 8                  | 1000000     | 100            | 1.648123e-03                 | 3.324618e-02           |
| gpu         | 336     | 2688      | 8                  | 1000000     | 100            | 1.657651e-03                 | 3.326891e-02           |
| gpu         | 337     | 2696      | 8                  | 1000000     | 100            | 1.648065e-03                 | 3.328558e-02           |
| gpu         | 338     | 2704      | 8                  | 1000000     | 100            | 1.650376e-03                 | 3.327193e-02           |
| gpu         | 339     | 2712      | 8                  | 1000000     | 100            | 1.650421e-03                 | 3.325408e-02           |
| gpu         | 340     | 2720      | 8                  | 1000000     | 100            | 1.650924e-03                 | 3.327389e-02           |
| gpu         | 341     | 2728      | 8                  | 1000000     | 100            | 1.655002e-03                 | 3.336006e-02           |
| gpu         | 342     | 2736      | 8                  | 1000000     | 100            | 1.654530e-03                 | 3.329050e-02           |
| gpu         | 343     | 2744      | 8                  | 1000000     | 100            | 1.659578e-03                 | 3.334335e-02           |
| gpu         | 344     | 2752      | 8                  | 1000000     | 100            | 1.660591e-03                 | 3.327833e-02           |
| gpu         | 345     | 2760      | 8                  | 1000000     | 100            | 1.658458e-03                 | 3.330031e-02           |
| gpu         | 346     | 2768      | 8                  | 1000000     | 100            | 1.660010e-03                 | 3.329795e-02           |
| gpu         | 347     | 2776      | 8                  | 1000000     | 100            | 1.662960e-03                 | 3.331417e-02           |
| gpu         | 348     | 2784      | 8                  | 1000000     | 100            | 1.663809e-03                 | 3.332654e-02           |
| gpu         | 349     | 2792      | 8                  | 1000000     | 100            | 1.663295e-03                 | 3.329467e-02           |
| gpu         | 350     | 2800      | 8                  | 1000000     | 100            | 1.663396e-03                 | 3.328746e-02           |
| gpu         | 351     | 2808      | 8                  | 1000000     | 100            | 1.667409e-03                 | 3.327991e-02           |
| gpu         | 352     | 2816      | 8                  | 1000000     | 100            | 1.668844e-03                 | 3.328124e-02           |
| gpu         | 353     | 2824      | 8                  | 1000000     | 100            | 1.667499e-03                 | 3.327532e-02           |
| gpu         | 354     | 2832      | 8                  | 1000000     | 100            | 1.671003e-03                 | 3.327035e-02           |
| gpu         | 355     | 2840      | 8                  | 1000000     | 100            | 1.669510e-03                 | 3.327682e-02           |
| gpu         | 356     | 2848      | 8                  | 1000000     | 100            | 1.672153e-03                 | 3.329761e-02           |
| gpu         | 357     | 2856      | 8                  | 1000000     | 100            | 1.672091e-03                 | 3.329592e-02           |
| gpu         | 358     | 2864      | 8                  | 1000000     | 100            | 1.675988e-03                 | 3.330818e-02           |
| gpu         | 359     | 2872      | 8                  | 1000000     | 100            | 1.674221e-03                 | 3.334565e-02           |
| gpu         | 360     | 2880      | 8                  | 1000000     | 100            | 1.678959e-03                 | 3.329970e-02           |
| gpu         | 361     | 2888      | 8                  | 1000000     | 100            | 1.677087e-03                 | 3.339842e-02           |
| gpu         | 362     | 2896      | 8                  | 1000000     | 100            | 1.678441e-03                 | 3.328550e-02           |
| gpu         | 363     | 2904      | 8                  | 1000000     | 100            | 1.677349e-03                 | 3.334618e-02           |
| gpu         | 364     | 2912      | 8                  | 1000000     | 100            | 1.682846e-03                 | 3.333934e-02           |
| gpu         | 365     | 2920      | 8                  | 1000000     | 100            | 1.683635e-03                 | 3.331169e-02           |
| gpu         | 366     | 2928      | 8                  | 1000000     | 100            | 1.684454e-03                 | 3.330271e-02           |
| gpu         | 367     | 2936      | 8                  | 1000000     | 100            | 1.689191e-03                 | 3.333693e-02           |
| gpu         | 368     | 2944      | 8                  | 1000000     | 100            | 1.684811e-03                 | 3.328669e-02           |
| gpu         | 369     | 2952      | 8                  | 1000000     | 100            | 1.687400e-03                 | 3.327930e-02           |
| gpu         | 370     | 2960      | 8                  | 1000000     | 100            | 1.690637e-03                 | 3.330117e-02           |
| gpu         | 371     | 2968      | 8                  | 1000000     | 100            | 1.690508e-03                 | 3.327819e-02           |
| gpu         | 372     | 2976      | 8                  | 1000000     | 100            | 1.693778e-03                 | 3.329757e-02           |
| gpu         | 373     | 2984      | 8                  | 1000000     | 100            | 1.694344e-03                 | 3.330385e-02           |
| gpu         | 374     | 2992      | 8                  | 1000000     | 100            | 1.696876e-03                 | 3.332429e-02           |
| gpu         | 375     | 3000      | 8                  | 1000000     | 100            | 1.696824e-03                 | 3.330643e-02           |
| gpu         | 376     | 3008      | 8                  | 1000000     | 100            | 1.696509e-03                 | 3.329926e-02           |
| gpu         | 377     | 3016      | 8                  | 1000000     | 100            | 1.699298e-03                 | 3.338099e-02           |
| gpu         | 378     | 3024      | 8                  | 1000000     | 100            | 1.700312e-03                 | 3.330980e-02           |
| gpu         | 379     | 3032      | 8                  | 1000000     | 100            | 1.700215e-03                 | 3.342339e-02           |
| gpu         | 380     | 3040      | 8                  | 1000000     | 100            | 1.704112e-03                 | 3.332227e-02           |
| gpu         | 381     | 3048      | 8                  | 1000000     | 100            | 1.705225e-03                 | 3.334965e-02           |
| gpu         | 382     | 3056      | 8                  | 1000000     | 100            | 1.706216e-03                 | 3.337382e-02           |
| gpu         | 383     | 3064      | 8                  | 1000000     | 100            | 1.708032e-03                 | 3.334467e-02           |
| gpu         | 384     | 3072      | 8                  | 1000000     | 100            | 1.707216e-03                 | 3.334106e-02           |
| gpu         | 385     | 3080      | 8                  | 1000000     | 100            | 1.708269e-03                 | 3.337515e-02           |
| gpu         | 386     | 3088      | 8                  | 1000000     | 100            | 1.712527e-03                 | 3.333056e-02           |
| gpu         | 387     | 3096      | 8                  | 1000000     | 100            | 1.709121e-03                 | 3.330186e-02           |
| gpu         | 388     | 3104      | 8                  | 1000000     | 100            | 1.711477e-03                 | 3.332961e-02           |
| gpu         | 389     | 3112      | 8                  | 1000000     | 100            | 1.712464e-03                 | 3.332966e-02           |
| gpu         | 390     | 3120      | 8                  | 1000000     | 100            | 1.713881e-03                 | 3.334987e-02           |
| gpu         | 391     | 3128      | 8                  | 1000000     | 100            | 1.716160e-03                 | 3.333503e-02           |
| gpu         | 392     | 3136      | 8                  | 1000000     | 100            | 1.716687e-03                 | 3.334540e-02           |
| gpu         | 393     | 3144      | 8                  | 1000000     | 100            | 1.718413e-03                 | 3.334557e-02           |
| gpu         | 394     | 3152      | 8                  | 1000000     | 100            | 1.719633e-03                 | 3.334140e-02           |
| gpu         | 395     | 3160      | 8                  | 1000000     | 100            | 1.724246e-03                 | 3.340481e-02           |
| gpu         | 396     | 3168      | 8                  | 1000000     | 100            | 1.725697e-03                 | 3.335403e-02           |
| gpu         | 397     | 3176      | 8                  | 1000000     | 100            | 1.725387e-03                 | 3.345581e-02           |
| gpu         | 398     | 3184      | 8                  | 1000000     | 100            | 1.726754e-03                 | 3.334431e-02           |
| gpu         | 399     | 3192      | 8                  | 1000000     | 100            | 1.731914e-03                 | 3.342756e-02           |
| gpu         | 400     | 3200      | 8                  | 1000000     | 100            | 1.728239e-03                 | 3.339087e-02           |
| gpu         | 401     | 3208      | 8                  | 1000000     | 100            | 1.730928e-03                 | 3.338540e-02           |
| gpu         | 402     | 3216      | 8                  | 1000000     | 100            | 1.733330e-03                 | 3.338050e-02           |
| gpu         | 403     | 3224      | 8                  | 1000000     | 100            | 1.734132e-03                 | 3.338168e-02           |
| gpu         | 404     | 3232      | 8                  | 1000000     | 100            | 1.735750e-03                 | 3.334951e-02           |
| gpu         | 405     | 3240      | 8                  | 1000000     | 100            | 1.737284e-03                 | 3.332323e-02           |
| gpu         | 406     | 3248      | 8                  | 1000000     | 100            | 1.735701e-03                 | 3.334380e-02           |
| gpu         | 407     | 3256      | 8                  | 1000000     | 100            | 1.740665e-03                 | 3.333340e-02           |
| gpu         | 408     | 3264      | 8                  | 1000000     | 100            | 1.741484e-03                 | 3.334909e-02           |
| gpu         | 409     | 3272      | 8                  | 1000000     | 100            | 1.744079e-03                 | 3.336219e-02           |
| gpu         | 410     | 3280      | 8                  | 1000000     | 100            | 1.742229e-03                 | 3.334999e-02           |
| gpu         | 411     | 3288      | 8                  | 1000000     | 100            | 1.743346e-03                 | 3.334136e-02           |
| gpu         | 412     | 3296      | 8                  | 1000000     | 100            | 1.743799e-03                 | 3.337355e-02           |
| gpu         | 413     | 3304      | 8                  | 1000000     | 100            | 1.741203e-03                 | 3.342120e-02           |
| gpu         | 414     | 3312      | 8                  | 1000000     | 100            | 1.743049e-03                 | 3.336186e-02           |
| gpu         | 415     | 3320      | 8                  | 1000000     | 100            | 1.743509e-03                 | 3.349932e-02           |
| gpu         | 416     | 3328      | 8                  | 1000000     | 100            | 1.743422e-03                 | 3.335935e-02           |
| gpu         | 417     | 3336      | 8                  | 1000000     | 100            | 1.743654e-03                 | 3.338341e-02           |
| gpu         | 418     | 3344      | 8                  | 1000000     | 100            | 1.745803e-03                 | 3.338272e-02           |
| gpu         | 419     | 3352      | 8                  | 1000000     | 100            | 1.745532e-03                 | 3.341476e-02           |
| gpu         | 420     | 3360      | 8                  | 1000000     | 100            | 1.742451e-03                 | 3.337746e-02           |
| gpu         | 421     | 3368      | 8                  | 1000000     | 100            | 1.743242e-03                 | 3.338791e-02           |
| gpu         | 422     | 3376      | 8                  | 1000000     | 100            | 1.741204e-03                 | 3.335086e-02           |
| gpu         | 423     | 3384      | 8                  | 1000000     | 100            | 1.739648e-03                 | 3.332746e-02           |
| gpu         | 424     | 3392      | 8                  | 1000000     | 100            | 1.739789e-03                 | 3.335882e-02           |
| gpu         | 425     | 3400      | 8                  | 1000000     | 100            | 1.738215e-03                 | 3.334116e-02           |
| gpu         | 426     | 3408      | 8                  | 1000000     | 100            | 1.735737e-03                 | 3.334178e-02           |
| gpu         | 427     | 3416      | 8                  | 1000000     | 100            | 1.738617e-03                 | 3.336678e-02           |
| gpu         | 428     | 3424      | 8                  | 1000000     | 100            | 1.734151e-03                 | 3.335548e-02           |
| gpu         | 429     | 3432      | 8                  | 1000000     | 100            | 1.734940e-03                 | 3.333979e-02           |
| gpu         | 430     | 3440      | 8                  | 1000000     | 100            | 1.734817e-03                 | 3.335760e-02           |
| gpu         | 431     | 3448      | 8                  | 1000000     | 100            | 1.734027e-03                 | 3.339081e-02           |
| gpu         | 432     | 3456      | 8                  | 1000000     | 100            | 1.733939e-03                 | 3.335750e-02           |
| gpu         | 433     | 3464      | 8                  | 1000000     | 100            | 1.734378e-03                 | 3.342454e-02           |
| gpu         | 434     | 3472      | 8                  | 1000000     | 100            | 1.728712e-03                 | 3.335745e-02           |
| gpu         | 435     | 3480      | 8                  | 1000000     | 100            | 1.733264e-03                 | 3.340070e-02           |
| gpu         | 436     | 3488      | 8                  | 1000000     | 100            | 1.729344e-03                 | 3.337712e-02           |
| gpu         | 437     | 3496      | 8                  | 1000000     | 100            | 1.729370e-03                 | 3.335783e-02           |
| gpu         | 438     | 3504      | 8                  | 1000000     | 100            | 1.728097e-03                 | 3.336502e-02           |
| gpu         | 439     | 3512      | 8                  | 1000000     | 100            | 1.726991e-03                 | 3.337302e-02           |
| gpu         | 440     | 3520      | 8                  | 1000000     | 100            | 1.727353e-03                 | 3.333133e-02           |
| gpu         | 441     | 3528      | 8                  | 1000000     | 100            | 1.727093e-03                 | 3.333138e-02           |
| gpu         | 442     | 3536      | 8                  | 1000000     | 100            | 1.727013e-03                 | 3.333110e-02           |
| gpu         | 443     | 3544      | 8                  | 1000000     | 100            | 1.722111e-03                 | 3.335211e-02           |
| gpu         | 444     | 3552      | 8                  | 1000000     | 100            | 1.725163e-03                 | 3.332203e-02           |
| gpu         | 445     | 3560      | 8                  | 1000000     | 100            | 1.724599e-03                 | 3.334933e-02           |
| gpu         | 446     | 3568      | 8                  | 1000000     | 100            | 1.721222e-03                 | 3.333369e-02           |
| gpu         | 447     | 3576      | 8                  | 1000000     | 100            | 1.724762e-03                 | 3.333752e-02           |
| gpu         | 448     | 3584      | 8                  | 1000000     | 100            | 1.719055e-03                 | 3.334746e-02           |
| gpu         | 449     | 3592      | 8                  | 1000000     | 100            | 1.726361e-03                 | 3.339249e-02           |
| gpu         | 450     | 3600      | 8                  | 1000000     | 100            | 1.720892e-03                 | 3.332750e-02           |
| gpu         | 451     | 3608      | 8                  | 1000000     | 100            | 1.720359e-03                 | 3.345833e-02           |
| gpu         | 452     | 3616      | 8                  | 1000000     | 100            | 1.722338e-03                 | 3.335489e-02           |
| gpu         | 453     | 3624      | 8                  | 1000000     | 100            | 1.719866e-03                 | 3.335340e-02           |
| gpu         | 454     | 3632      | 8                  | 1000000     | 100            | 1.722963e-03                 | 3.339052e-02           |
| gpu         | 455     | 3640      | 8                  | 1000000     | 100            | 1.715876e-03                 | 3.333693e-02           |
| gpu         | 456     | 3648      | 8                  | 1000000     | 100            | 1.718980e-03                 | 3.335876e-02           |
| gpu         | 457     | 3656      | 8                  | 1000000     | 100            | 1.717149e-03                 | 3.337143e-02           |
| gpu         | 458     | 3664      | 8                  | 1000000     | 100            | 1.717603e-03                 | 3.331674e-02           |
| gpu         | 459     | 3672      | 8                  | 1000000     | 100            | 1.718444e-03                 | 3.332197e-02           |
| gpu         | 460     | 3680      | 8                  | 1000000     | 100            | 1.717984e-03                 | 3.333769e-02           |
| gpu         | 461     | 3688      | 8                  | 1000000     | 100            | 1.719017e-03                 | 3.331786e-02           |
| gpu         | 462     | 3696      | 8                  | 1000000     | 100            | 1.714254e-03                 | 3.331888e-02           |
| gpu         | 463     | 3704      | 8                  | 1000000     | 100            | 1.714767e-03                 | 3.332711e-02           |
| gpu         | 464     | 3712      | 8                  | 1000000     | 100            | 1.718285e-03                 | 3.333056e-02           |
| gpu         | 465     | 3720      | 8                  | 1000000     | 100            | 1.718435e-03                 | 3.335075e-02           |
| gpu         | 466     | 3728      | 8                  | 1000000     | 100            | 1.717329e-03                 | 3.332829e-02           |
| gpu         | 467     | 3736      | 8                  | 1000000     | 100            | 1.718572e-03                 | 3.340215e-02           |
| gpu         | 468     | 3744      | 8                  | 1000000     | 100            | 1.715208e-03                 | 3.334579e-02           |
| gpu         | 469     | 3752      | 8                  | 1000000     | 100            | 1.711790e-03                 | 3.341698e-02           |
| gpu         | 470     | 3760      | 8                  | 1000000     | 100            | 1.713183e-03                 | 3.340202e-02           |
| gpu         | 471     | 3768      | 8                  | 1000000     | 100            | 1.714280e-03                 | 3.335947e-02           |
| gpu         | 472     | 3776      | 8                  | 1000000     | 100            | 1.715217e-03                 | 3.337648e-02           |
| gpu         | 473     | 3784      | 8                  | 1000000     | 100            | 1.712834e-03                 | 3.334346e-02           |
| gpu         | 474     | 3792      | 8                  | 1000000     | 100            | 1.712689e-03                 | 3.335095e-02           |
| gpu         | 475     | 3800      | 8                  | 1000000     | 100            | 1.713076e-03                 | 3.336051e-02           |
| gpu         | 476     | 3808      | 8                  | 1000000     | 100            | 1.710562e-03                 | 3.331760e-02           |
| gpu         | 477     | 3816      | 8                  | 1000000     | 100            | 1.713629e-03                 | 3.331697e-02           |
| gpu         | 478     | 3824      | 8                  | 1000000     | 100            | 1.714345e-03                 | 3.332675e-02           |
| gpu         | 479     | 3832      | 8                  | 1000000     | 100            | 1.712908e-03                 | 3.330891e-02           |
| gpu         | 480     | 3840      | 8                  | 1000000     | 100            | 1.713354e-03                 | 3.331924e-02           |
| gpu         | 481     | 3848      | 8                  | 1000000     | 100            | 1.716326e-03                 | 3.334935e-02           |
| gpu         | 482     | 3856      | 8                  | 1000000     | 100            | 1.711363e-03                 | 3.330457e-02           |
| gpu         | 483     | 3864      | 8                  | 1000000     | 100            | 1.717671e-03                 | 3.332243e-02           |
| gpu         | 484     | 3872      | 8                  | 1000000     | 100            | 1.714527e-03                 | 3.331605e-02           |
| gpu         | 485     | 3880      | 8                  | 1000000     | 100            | 1.712478e-03                 | 3.339842e-02           |
| gpu         | 486     | 3888      | 8                  | 1000000     | 100            | 1.715613e-03                 | 3.332781e-02           |
| gpu         | 487     | 3896      | 8                  | 1000000     | 100            | 1.718910e-03                 | 3.342650e-02           |
| gpu         | 488     | 3904      | 8                  | 1000000     | 100            | 1.711295e-03                 | 3.339445e-02           |
| gpu         | 489     | 3912      | 8                  | 1000000     | 100            | 1.712919e-03                 | 3.335930e-02           |
| gpu         | 490     | 3920      | 8                  | 1000000     | 100            | 1.713191e-03                 | 3.334329e-02           |
| gpu         | 491     | 3928      | 8                  | 1000000     | 100            | 1.711873e-03                 | 3.334767e-02           |
| gpu         | 492     | 3936      | 8                  | 1000000     | 100            | 1.712112e-03                 | 3.334883e-02           |
| gpu         | 493     | 3944      | 8                  | 1000000     | 100            | 1.711969e-03                 | 3.336583e-02           |
| gpu         | 494     | 3952      | 8                  | 1000000     | 100            | 1.709428e-03                 | 3.331745e-02           |
| gpu         | 495     | 3960      | 8                  | 1000000     | 100            | 1.714468e-03                 | 3.335294e-02           |
| gpu         | 496     | 3968      | 8                  | 1000000     | 100            | 1.713815e-03                 | 3.330031e-02           |
| gpu         | 497     | 3976      | 8                  | 1000000     | 100            | 1.712427e-03                 | 3.334837e-02           |
| gpu         | 498     | 3984      | 8                  | 1000000     | 100            | 1.711185e-03                 | 3.333299e-02           |
| gpu         | 499     | 3992      | 8                  | 1000000     | 100            | 1.713640e-03                 | 3.334967e-02           |
| gpu         | 500     | 4000      | 8                  | 1000000     | 100            | 1.711537e-03                 | 3.333354e-02           |
| gpu         | 501     | 4008      | 8                  | 1000000     | 100            | 1.710780e-03                 | 3.333767e-02           |
| gpu         | 502     | 4016      | 8                  | 1000000     | 100            | 1.710657e-03                 | 3.332455e-02           |
| gpu         | 503     | 4024      | 8                  | 1000000     | 100            | 1.712504e-03                 | 3.340734e-02           |
| gpu         | 504     | 4032      | 8                  | 1000000     | 100            | 1.708889e-03                 | 3.332892e-02           |
| gpu         | 505     | 4040      | 8                  | 1000000     | 100            | 1.709261e-03                 | 3.340241e-02           |
| gpu         | 506     | 4048      | 8                  | 1000000     | 100            | 1.720860e-03                 | 3.337114e-02           |
| gpu         | 507     | 4056      | 8                  | 1000000     | 100            | 1.711655e-03                 | 3.336366e-02           |
| gpu         | 508     | 4064      | 8                  | 1000000     | 100            | 1.711536e-03                 | 3.337303e-02           |
| gpu         | 509     | 4072      | 8                  | 1000000     | 100            | 1.710160e-03                 | 3.334569e-02           |
| gpu         | 510     | 4080      | 8                  | 1000000     | 100            | 1.709413e-03                 | 3.333544e-02           |
| gpu         | 511     | 4088      | 8                  | 1000000     | 100            | 1.713044e-03                 | 3.333883e-02           |
| gpu         | 512     | 4096      | 8                  | 1000000     | 100            | 1.710861e-03                 | 3.332110e-02           |
| gpu         | 513     | 4104      | 8                  | 1000000     | 100            | 1.712935e-03                 | 3.331737e-02           |
| gpu         | 514     | 4112      | 8                  | 1000000     | 100            | 1.712037e-03                 | 3.331931e-02           |
| gpu         | 515     | 4120      | 8                  | 1000000     | 100            | 1.713874e-03                 | 3.332610e-02           |
| gpu         | 516     | 4128      | 8                  | 1000000     | 100            | 1.711912e-03                 | 3.333326e-02           |
| gpu         | 517     | 4136      | 8                  | 1000000     | 100            | 1.712502e-03                 | 3.334656e-02           |
| gpu         | 518     | 4144      | 8                  | 1000000     | 100            | 1.716551e-03                 | 3.332048e-02           |
| gpu         | 519     | 4152      | 8                  | 1000000     | 100            | 1.711385e-03                 | 3.333450e-02           |
| gpu         | 520     | 4160      | 8                  | 1000000     | 100            | 1.713205e-03                 | 3.332005e-02           |
| gpu         | 521     | 4168      | 8                  | 1000000     | 100            | 1.711580e-03                 | 3.341123e-02           |
| gpu         | 522     | 4176      | 8                  | 1000000     | 100            | 1.711348e-03                 | 3.331527e-02           |
| gpu         | 523     | 4184      | 8                  | 1000000     | 100            | 1.710950e-03                 | 3.339767e-02           |
| gpu         | 524     | 4192      | 8                  | 1000000     | 100            | 1.714675e-03                 | 3.337031e-02           |
| gpu         | 525     | 4200      | 8                  | 1000000     | 100            | 1.714162e-03                 | 3.336299e-02           |
| gpu         | 526     | 4208      | 8                  | 1000000     | 100            | 1.716081e-03                 | 3.334187e-02           |
| gpu         | 527     | 4216      | 8                  | 1000000     | 100            | 1.714030e-03                 | 3.334720e-02           |
| gpu         | 528     | 4224      | 8                  | 1000000     | 100            | 1.715330e-03                 | 3.337125e-02           |
| gpu         | 529     | 4232      | 8                  | 1000000     | 100            | 1.716548e-03                 | 3.334404e-02           |
| gpu         | 530     | 4240      | 8                  | 1000000     | 100            | 1.716629e-03                 | 3.332253e-02           |
| gpu         | 531     | 4248      | 8                  | 1000000     | 100            | 1.710846e-03                 | 3.330819e-02           |
| gpu         | 532     | 4256      | 8                  | 1000000     | 100            | 1.715343e-03                 | 3.330759e-02           |
| gpu         | 533     | 4264      | 8                  | 1000000     | 100            | 1.713576e-03                 | 3.330553e-02           |
