| OpenMP mode | # teams | # threads | # threads per team | # particles | # calculations | average calculation time (s) | average total time (s) |
| gpu         | 534     | 4272      | 8                  | 1000000     | 100            | 1.715453e-03                 | 3.330687e-02           |
| gpu         | 535     | 4280      | 8                  | 1000000     | 100            | 1.716567e-03                 | 3.334837e-02           |
| gpu         | 536     | 4288      | 8                  | 1000000     | 100            | 1.717380e-03                 | 3.332490e-02           |
| gpu         | 537     | 4296      | 8                  | 1000000     | 100            | 1.717169e-03                 | 3.332696e-02           |
| gpu         | 538     | 4304      | 8                  | 1000000     | 100            | 1.718297e-03                 | 3.332892e-02           |
| gpu         | 539     | 4312      | 8                  | 1000000     | 100            | 1.716098e-03                 | 3.339039e-02           |
| gpu         | 540     | 4320      | 8                  | 1000000     | 100            | 1.714419e-03                 | 3.335860e-02           |
| gpu         | 541     | 4328      | 8                  | 1000000     | 100            | 1.716205e-03                 | 3.340050e-02           |
| gpu         | 542     | 4336      | 8                  | 1000000     | 100            | 1.719712e-03                 | 3.335161e-02           |
| gpu         | 543     | 4344      | 8                  | 1000000     | 100            | 1.717736e-03                 | 3.334973e-02           |
| gpu         | 544     | 4352      | 8                  | 1000000     | 100            | 1.721573e-03                 | 3.337163e-02           |
| gpu         | 545     | 4360      | 8                  | 1000000     | 100            | 1.721107e-03                 | 3.334930e-02           |
| gpu         | 546     | 4368      | 8                  | 1000000     | 100            | 1.722373e-03                 | 3.336733e-02           |
| gpu         | 547     | 4376      | 8                  | 1000000     | 100            | 1.720882e-03                 | 3.336542e-02           |
| gpu         | 548     | 4384      | 8                  | 1000000     | 100            | 1.725771e-03                 | 3.332365e-02           |
| gpu         | 549     | 4392      | 8                  | 1000000     | 100            | 1.724212e-03                 | 3.332525e-02           |
| gpu         | 550     | 4400      | 8                  | 1000000     | 100            | 1.724168e-03                 | 3.335216e-02           |
| gpu         | 551     | 4408      | 8                  | 1000000     | 100            | 1.722907e-03                 | 3.331410e-02           |
| gpu         | 552     | 4416      | 8                  | 1000000     | 100            | 1.726760e-03                 | 3.333555e-02           |
| gpu         | 553     | 4424      | 8                  | 1000000     | 100            | 1.726900e-03                 | 3.337106e-02           |
| gpu         | 554     | 4432      | 8                  | 1000000     | 100            | 1.726708e-03                 | 3.334478e-02           |
| gpu         | 555     | 4440      | 8                  | 1000000     | 100            | 1.728105e-03                 | 3.334150e-02           |
| gpu         | 556     | 4448      | 8                  | 1000000     | 100            | 1.724743e-03                 | 3.333610e-02           |
| gpu         | 557     | 4456      | 8                  | 1000000     | 100            | 1.726884e-03                 | 3.343313e-02           |
| gpu         | 558     | 4464      | 8                  | 1000000     | 100            | 1.724408e-03                 | 3.343305e-02           |
| gpu         | 559     | 4472      | 8                  | 1000000     | 100            | 1.725819e-03                 | 3.334653e-02           |
| gpu         | 560     | 4480      | 8                  | 1000000     | 100            | 1.729274e-03                 | 3.336756e-02           |
| gpu         | 561     | 4488      | 8                  | 1000000     | 100            | 1.729836e-03                 | 3.336338e-02           |
| gpu         | 562     | 4496      | 8                  | 1000000     | 100            | 1.729215e-03                 | 3.336258e-02           |
| gpu         | 563     | 4504      | 8                  | 1000000     | 100            | 1.729280e-03                 | 3.335397e-02           |
| gpu         | 564     | 4512      | 8                  | 1000000     | 100            | 1.731287e-03                 | 3.336556e-02           |
| gpu         | 565     | 4520      | 8                  | 1000000     | 100            | 1.730498e-03                 | 3.336206e-02           |
| gpu         | 566     | 4528      | 8                  | 1000000     | 100            | 1.728772e-03                 | 3.333789e-02           |
| gpu         | 567     | 4536      | 8                  | 1000000     | 100            | 1.730668e-03                 | 3.334784e-02           |
| gpu         | 568     | 4544      | 8                  | 1000000     | 100            | 1.731055e-03                 | 3.334324e-02           |
| gpu         | 569     | 4552      | 8                  | 1000000     | 100            | 1.729938e-03                 | 3.333958e-02           |
| gpu         | 570     | 4560      | 8                  | 1000000     | 100            | 1.733137e-03                 | 3.334364e-02           |
| gpu         | 571     | 4568      | 8                  | 1000000     | 100            | 1.732219e-03                 | 3.335592e-02           |
| gpu         | 572     | 4576      | 8                  | 1000000     | 100            | 1.734208e-03                 | 3.333969e-02           |
| gpu         | 573     | 4584      | 8                  | 1000000     | 100            | 1.736591e-03                 | 3.336140e-02           |
| gpu         | 574     | 4592      | 8                  | 1000000     | 100            | 1.735718e-03                 | 3.340097e-02           |
| gpu         | 575     | 4600      | 8                  | 1000000     | 100            | 1.734382e-03                 | 3.335740e-02           |
| gpu         | 576     | 4608      | 8                  | 1000000     | 100            | 1.735819e-03                 | 3.348355e-02           |
| gpu         | 577     | 4616      | 8                  | 1000000     | 100            | 1.740300e-03                 | 3.334847e-02           |
| gpu         | 578     | 4624      | 8                  | 1000000     | 100            | 1.738146e-03                 | 3.339841e-02           |
| gpu         | 579     | 4632      | 8                  | 1000000     | 100            | 1.739172e-03                 | 3.342677e-02           |
| gpu         | 580     | 4640      | 8                  | 1000000     | 100            | 1.740808e-03                 | 3.340015e-02           |
| gpu         | 581     | 4648      | 8                  | 1000000     | 100            | 1.742759e-03                 | 3.335841e-02           |
| gpu         | 582     | 4656      | 8                  | 1000000     | 100            | 1.740221e-03                 | 3.338704e-02           |
| gpu         | 583     | 4664      | 8                  | 1000000     | 100            | 1.737371e-03                 | 3.335172e-02           |
| gpu         | 584     | 4672      | 8                  | 1000000     | 100            | 1.742702e-03                 | 3.334220e-02           |
| gpu         | 585     | 4680      | 8                  | 1000000     | 100            | 1.743513e-03                 | 3.334295e-02           |
| gpu         | 586     | 4688      | 8                  | 1000000     | 100            | 1.743854e-03                 | 3.334531e-02           |
| gpu         | 587     | 4696      | 8                  | 1000000     | 100            | 1.744359e-03                 | 3.334870e-02           |
| gpu         | 588     | 4704      | 8                  | 1000000     | 100            | 1.747021e-03                 | 3.335079e-02           |
| gpu         | 589     | 4712      | 8                  | 1000000     | 100            | 1.747270e-03                 | 3.338184e-02           |
| gpu         | 590     | 4720      | 8                  | 1000000     | 100            | 1.747936e-03                 | 3.336070e-02           |
| gpu         | 591     | 4728      | 8                  | 1000000     | 100            | 1.748049e-03                 | 3.337171e-02           |
| gpu         | 592     | 4736      | 8                  | 1000000     | 100            | 1.749844e-03                 | 3.342500e-02           |
| gpu         | 593     | 4744      | 8                  | 1000000     | 100            | 1.752272e-03                 | 3.336121e-02           |
| gpu         | 594     | 4752      | 8                  | 1000000     | 100            | 1.752413e-03                 | 3.349929e-02           |
| gpu         | 595     | 4760      | 8                  | 1000000     | 100            | 1.753033e-03                 | 3.338032e-02           |
| gpu         | 596     | 4768      | 8                  | 1000000     | 100            | 1.753263e-03                 | 3.339334e-02           |
| gpu         | 597     | 4776      | 8                  | 1000000     | 100            | 1.754196e-03                 | 3.339390e-02           |
| gpu         | 598     | 4784      | 8                  | 1000000     | 100            | 1.753982e-03                 | 3.341301e-02           |
| gpu         | 599     | 4792      | 8                  | 1000000     | 100            | 1.756225e-03                 | 3.338398e-02           |
| gpu         | 600     | 4800      | 8                  | 1000000     | 100            | 1.756235e-03                 | 3.339947e-02           |
| gpu         | 601     | 4808      | 8                  | 1000000     | 100            | 1.757206e-03                 | 3.339380e-02           |
| gpu         | 602     | 4816      | 8                  | 1000000     | 100            | 1.760059e-03                 | 3.336635e-02           |
| gpu         | 603     | 4824      | 8                  | 1000000     | 100            | 1.761758e-03                 | 3.336392e-02           |
| gpu         | 604     | 4832      | 8                  | 1000000     | 100            | 1.759661e-03                 | 3.335855e-02           |
| gpu         | 605     | 4840      | 8                  | 1000000     | 100            | 1.762351e-03                 | 3.338044e-02           |
| gpu         | 606     | 4848      | 8                  | 1000000     | 100            | 1.762284e-03                 | 3.338045e-02           |
| gpu         | 607     | 4856      | 8                  | 1000000     | 100            | 1.765365e-03                 | 3.339848e-02           |
| gpu         | 608     | 4864      | 8                  | 1000000     | 100            | 1.765200e-03                 | 3.338974e-02           |
| gpu         | 609     | 4872      | 8                  | 1000000     | 100            | 1.765570e-03                 | 3.340045e-02           |
| gpu         | 610     | 4880      | 8                  | 1000000     | 100            | 1.767469e-03                 | 3.343561e-02           |
| gpu         | 611     | 4888      | 8                  | 1000000     | 100            | 1.770145e-03                 | 3.338894e-02           |
| gpu         | 612     | 4896      | 8                  | 1000000     | 100            | 1.773171e-03                 | 3.349940e-02           |
| gpu         | 613     | 4904      | 8                  | 1000000     | 100            | 1.773192e-03                 | 3.339160e-02           |
| gpu         | 614     | 4912      | 8                  | 1000000     | 100            | 1.780476e-03                 | 3.340694e-02           |
| gpu         | 615     | 4920      | 8                  | 1000000     | 100            | 1.777983e-03                 | 3.342110e-02           |
| gpu         | 616     | 4928      | 8                  | 1000000     | 100            | 1.778758e-03                 | 3.342296e-02           |
| gpu         | 617     | 4936      | 8                  | 1000000     | 100            | 1.780680e-03                 | 3.338576e-02           |
| gpu         | 618     | 4944      | 8                  | 1000000     | 100            | 1.779466e-03                 | 3.341783e-02           |
| gpu         | 619     | 4952      | 8                  | 1000000     | 100            | 1.779911e-03                 | 3.340973e-02           |
| gpu         | 620     | 4960      | 8                  | 1000000     | 100            | 1.779021e-03                 | 3.337150e-02           |
| gpu         | 621     | 4968      | 8                  | 1000000     | 100            | 1.780857e-03                 | 3.339713e-02           |
| gpu         | 622     | 4976      | 8                  | 1000000     | 100            | 1.777412e-03                 | 3.336658e-02           |
| gpu         | 623     | 4984      | 8                  | 1000000     | 100            | 1.774741e-03                 | 3.336436e-02           |
| gpu         | 624     | 4992      | 8                  | 1000000     | 100            | 1.773416e-03                 | 3.336056e-02           |
| gpu         | 625     | 5000      | 8                  | 1000000     | 100            | 1.775771e-03                 | 3.338459e-02           |
| gpu         | 626     | 5008      | 8                  | 1000000     | 100            | 1.772469e-03                 | 3.338166e-02           |
| gpu         | 627     | 5016      | 8                  | 1000000     | 100            | 1.776081e-03                 | 3.339275e-02           |
| gpu         | 628     | 5024      | 8                  | 1000000     | 100            | 1.775137e-03                 | 3.345980e-02           |
| gpu         | 629     | 5032      | 8                  | 1000000     | 100            | 1.775187e-03                 | 3.340756e-02           |
| gpu         | 630     | 5040      | 8                  | 1000000     | 100            | 1.775677e-03                 | 3.353936e-02           |
| gpu         | 631     | 5048      | 8                  | 1000000     | 100            | 1.774373e-03                 | 3.337848e-02           |
| gpu         | 632     | 5056      | 8                  | 1000000     | 100            | 1.775626e-03                 | 3.341446e-02           |
| gpu         | 633     | 5064      | 8                  | 1000000     | 100            | 1.775332e-03                 | 3.342870e-02           |
| gpu         | 634     | 5072      | 8                  | 1000000     | 100            | 1.774981e-03                 | 3.343315e-02           |
| gpu         | 635     | 5080      | 8                  | 1000000     | 100            | 1.773394e-03                 | 3.338665e-02           |
| gpu         | 636     | 5088      | 8                  | 1000000     | 100            | 1.773765e-03                 | 3.342763e-02           |
| gpu         | 637     | 5096      | 8                  | 1000000     | 100            | 1.770237e-03                 | 3.339094e-02           |
| gpu         | 638     | 5104      | 8                  | 1000000     | 100            | 1.770126e-03                 | 3.336399e-02           |
| gpu         | 639     | 5112      | 8                  | 1000000     | 100            | 1.769168e-03                 | 3.337690e-02           |
| gpu         | 640     | 5120      | 8                  | 1000000     | 100            | 1.772977e-03                 | 3.337773e-02           |
| gpu         | 641     | 5128      | 8                  | 1000000     | 100            | 1.768896e-03                 | 3.337521e-02           |
| gpu         | 642     | 5136      | 8                  | 1000000     | 100            | 1.768708e-03                 | 3.338314e-02           |
| gpu         | 643     | 5144      | 8                  | 1000000     | 100            | 1.766188e-03                 | 3.338563e-02           |
| gpu         | 644     | 5152      | 8                  | 1000000     | 100            | 1.768762e-03                 | 3.337258e-02           |
| gpu         | 645     | 5160      | 8                  | 1000000     | 100            | 1.766245e-03                 | 3.338764e-02           |
| gpu         | 646     | 5168      | 8                  | 1000000     | 100            | 1.767072e-03                 | 3.344903e-02           |
| gpu         | 647     | 5176      | 8                  | 1000000     | 100            | 1.765528e-03                 | 3.340464e-02           |
| gpu         | 648     | 5184      | 8                  | 1000000     | 100            | 1.766238e-03                 | 3.350771e-02           |
| gpu         | 649     | 5192      | 8                  | 1000000     | 100            | 1.767604e-03                 | 3.338966e-02           |
| gpu         | 650     | 5200      | 8                  | 1000000     | 100            | 1.766980e-03                 | 3.341108e-02           |
| gpu         | 651     | 5208      | 8                  | 1000000     | 100            | 1.764279e-03                 | 3.342296e-02           |
| gpu         | 652     | 5216      | 8                  | 1000000     | 100            | 1.763156e-03                 | 3.342738e-02           |
| gpu         | 653     | 5224      | 8                  | 1000000     | 100            | 1.765731e-03                 | 3.340404e-02           |
| gpu         | 654     | 5232      | 8                  | 1000000     | 100            | 1.766217e-03                 | 3.341790e-02           |
| gpu         | 655     | 5240      | 8                  | 1000000     | 100            | 1.767027e-03                 | 3.340140e-02           |
| gpu         | 656     | 5248      | 8                  | 1000000     | 100            | 1.764958e-03                 | 3.337100e-02           |
| gpu         | 657     | 5256      | 8                  | 1000000     | 100            | 1.763206e-03                 | 3.338079e-02           |
| gpu         | 658     | 5264      | 8                  | 1000000     | 100            | 1.761346e-03                 | 3.336862e-02           |
| gpu         | 659     | 5272      | 8                  | 1000000     | 100            | 1.763221e-03                 | 3.340378e-02           |
| gpu         | 660     | 5280      | 8                  | 1000000     | 100            | 1.763051e-03                 | 3.339159e-02           |
| gpu         | 661     | 5288      | 8                  | 1000000     | 100            | 1.760626e-03                 | 3.340274e-02           |
| gpu         | 662     | 5296      | 8                  | 1000000     | 100            | 1.757907e-03                 | 3.339031e-02           |
| gpu         | 663     | 5304      | 8                  | 1000000     | 100            | 1.761417e-03                 | 3.338131e-02           |
| gpu         | 664     | 5312      | 8                  | 1000000     | 100            | 1.763430e-03                 | 3.343531e-02           |
| gpu         | 665     | 5320      | 8                  | 1000000     | 100            | 1.758878e-03                 | 3.338999e-02           |
| gpu         | 666     | 5328      | 8                  | 1000000     | 100            | 1.764105e-03                 | 3.346070e-02           |
| gpu         | 667     | 5336      | 8                  | 1000000     | 100            | 1.760650e-03                 | 3.337955e-02           |
| gpu         | 668     | 5344      | 8                  | 1000000     | 100            | 1.760212e-03                 | 3.342446e-02           |
| gpu         | 669     | 5352      | 8                  | 1000000     | 100            | 1.760967e-03                 | 3.339630e-02           |
| gpu         | 670     | 5360      | 8                  | 1000000     | 100            | 1.759653e-03                 | 3.341452e-02           |
| gpu         | 671     | 5368      | 8                  | 1000000     | 100            | 1.759080e-03                 | 3.341102e-02           |
| gpu         | 672     | 5376      | 8                  | 1000000     | 100            | 1.759394e-03                 | 3.340163e-02           |
| gpu         | 673     | 5384      | 8                  | 1000000     | 100            | 1.760870e-03                 | 3.338079e-02           |
| gpu         | 674     | 5392      | 8                  | 1000000     | 100            | 1.760309e-03                 | 3.336425e-02           |
| gpu         | 675     | 5400      | 8                  | 1000000     | 100            | 1.759339e-03                 | 3.336814e-02           |
| gpu         | 676     | 5408      | 8                  | 1000000     | 100            | 1.757533e-03                 | 3.335463e-02           |
| gpu         | 677     | 5416      | 8                  | 1000000     | 100            | 1.758514e-03                 | 3.336364e-02           |
| gpu         | 678     | 5424      | 8                  | 1000000     | 100            | 1.761489e-03                 | 3.335902e-02           |
| gpu         | 679     | 5432      | 8                  | 1000000     | 100            | 1.756520e-03                 | 3.338134e-02           |
| gpu         | 680     | 5440      | 8                  | 1000000     | 100            | 1.755350e-03                 | 3.337252e-02           |
| gpu         | 681     | 5448      | 8                  | 1000000     | 100            | 1.759049e-03                 | 3.336941e-02           |
| gpu         | 682     | 5456      | 8                  | 1000000     | 100            | 1.761139e-03                 | 3.345497e-02           |
| gpu         | 683     | 5464      | 8                  | 1000000     | 100            | 1.756357e-03                 | 3.338605e-02           |
| gpu         | 684     | 5472      | 8                  | 1000000     | 100            | 1.759879e-03                 | 3.352196e-02           |
| gpu         | 685     | 5480      | 8                  | 1000000     | 100            | 1.757143e-03                 | 3.338220e-02           |
| gpu         | 686     | 5488      | 8                  | 1000000     | 100            | 1.761297e-03                 | 3.341252e-02           |
| gpu         | 687     | 5496      | 8                  | 1000000     | 100            | 1.759752e-03                 | 3.342901e-02           |
| gpu         | 688     | 5504      | 8                  | 1000000     | 100            | 1.757289e-03                 | 3.341900e-02           |
| gpu         | 689     | 5512      | 8                  | 1000000     | 100            | 1.757443e-03                 | 3.340564e-02           |
| gpu         | 690     | 5520      | 8                  | 1000000     | 100            | 1.758355e-03                 | 3.340685e-02           |
| gpu         | 691     | 5528      | 8                  | 1000000     | 100            | 1.758470e-03                 | 3.337999e-02           |
| gpu         | 692     | 5536      | 8                  | 1000000     | 100            | 1.758105e-03                 | 3.335639e-02           |
| gpu         | 693     | 5544      | 8                  | 1000000     | 100            | 1.755209e-03                 | 3.337171e-02           |
| gpu         | 694     | 5552      | 8                  | 1000000     | 100            | 1.758118e-03                 | 3.337151e-02           |
| gpu         | 695     | 5560      | 8                  | 1000000     | 100            | 1.758623e-03                 | 3.336257e-02           |
| gpu         | 696     | 5568      | 8                  | 1000000     | 100            | 1.759410e-03                 | 3.339949e-02           |
| gpu         | 697     | 5576      | 8                  | 1000000     | 100            | 1.760694e-03                 | 3.339145e-02           |
| gpu         | 698     | 5584      | 8                  | 1000000     | 100            | 1.755215e-03                 | 3.337207e-02           |
| gpu         | 699     | 5592      | 8                  | 1000000     | 100            | 1.756249e-03                 | 3.340721e-02           |
| gpu         | 700     | 5600      | 8                  | 1000000     | 100            | 1.759121e-03                 | 3.346000e-02           |
| gpu         | 701     | 5608      | 8                  | 1000000     | 100            | 1.756472e-03                 | 3.338066e-02           |
| gpu         | 702     | 5616      | 8                  | 1000000     | 100            | 1.759292e-03                 | 3.351912e-02           |
| gpu         | 703     | 5624      | 8                  | 1000000     | 100            | 1.756248e-03                 | 3.339568e-02           |
| gpu         | 704     | 5632      | 8                  | 1000000     | 100            | 1.757209e-03                 | 3.339000e-02           |
| gpu         | 705     | 5640      | 8                  | 1000000     | 100            | 1.760045e-03                 | 3.344395e-02           |
| gpu         | 706     | 5648      | 8                  | 1000000     | 100            | 1.758242e-03                 | 3.340010e-02           |
| gpu         | 707     | 5656      | 8                  | 1000000     | 100            | 1.757821e-03                 | 3.339176e-02           |
| gpu         | 708     | 5664      | 8                  | 1000000     | 100            | 1.756002e-03                 | 3.341232e-02           |
| gpu         | 709     | 5672      | 8                  | 1000000     | 100            | 1.758068e-03                 | 3.337949e-02           |
| gpu         | 710     | 5680      | 8                  | 1000000     | 100            | 1.753999e-03                 | 3.335846e-02           |
| gpu         | 711     | 5688      | 8                  | 1000000     | 100            | 1.753246e-03                 | 3.335760e-02           |
| gpu         | 712     | 5696      | 8                  | 1000000     | 100            | 1.756329e-03                 | 3.338316e-02           |
| gpu         | 713     | 5704      | 8                  | 1000000     | 100            | 1.755262e-03                 | 3.336404e-02           |
| gpu         | 714     | 5712      | 8                  | 1000000     | 100            | 1.757983e-03                 | 3.338962e-02           |
| gpu         | 715     | 5720      | 8                  | 1000000     | 100            | 1.757737e-03                 | 3.338822e-02           |
| gpu         | 716     | 5728      | 8                  | 1000000     | 100            | 1.759056e-03                 | 3.339122e-02           |
| gpu         | 717     | 5736      | 8                  | 1000000     | 100            | 1.756875e-03                 | 3.338484e-02           |
| gpu         | 718     | 5744      | 8                  | 1000000     | 100            | 1.759796e-03                 | 3.344003e-02           |
| gpu         | 719     | 5752      | 8                  | 1000000     | 100            | 1.758974e-03                 | 3.337324e-02           |
| gpu         | 720     | 5760      | 8                  | 1000000     | 100            | 1.762178e-03                 | 3.347497e-02           |
| gpu         | 721     | 5768      | 8                  | 1000000     | 100            | 1.759029e-03                 | 3.340026e-02           |
| gpu         | 722     | 5776      | 8                  | 1000000     | 100            | 1.758567e-03                 | 3.340350e-02           |
| gpu         | 723     | 5784      | 8                  | 1000000     | 100            | 1.760030e-03                 | 3.340814e-02           |
| gpu         | 724     | 5792      | 8                  | 1000000     | 100            | 1.758504e-03                 | 3.339568e-02           |
| gpu         | 725     | 5800      | 8                  | 1000000     | 100            | 1.759511e-03                 | 3.341356e-02           |
| gpu         | 726     | 5808      | 8                  | 1000000     | 100            | 1.759744e-03                 | 3.340831e-02           |
| gpu         | 727     | 5816      | 8                  | 1000000     | 100            | 1.756995e-03                 | 3.336771e-02           |
| gpu         | 728     | 5824      | 8                  | 1000000     | 100            | 1.761907e-03                 | 3.337423e-02           |
| gpu         | 729     | 5832      | 8                  | 1000000     | 100            | 1.755943e-03                 | 3.336609e-02           |
| gpu         | 730     | 5840      | 8                  | 1000000     | 100            | 1.761524e-03                 | 3.338358e-02           |
| gpu         | 731     | 5848      | 8                  | 1000000     | 100            | 1.760628e-03                 | 3.335997e-02           |
| gpu         | 732     | 5856      | 8                  | 1000000     | 100            | 1.761253e-03                 | 3.339862e-02           |
| gpu         | 733     | 5864      | 8                  | 1000000     | 100            | 1.761077e-03                 | 3.337565e-02           |
| gpu         | 734     | 5872      | 8                  | 1000000     | 100            | 1.761882e-03                 | 3.338902e-02           |
| gpu         | 735     | 5880      | 8                  | 1000000     | 100            | 1.762305e-03                 | 3.338187e-02           |
| gpu         | 736     | 5888      | 8                  | 1000000     | 100            | 1.763101e-03                 | 3.346396e-02           |
| gpu         | 737     | 5896      | 8                  | 1000000     | 100            | 1.765275e-03                 | 3.338712e-02           |
| gpu         | 738     | 5904      | 8                  | 1000000     | 100            | 1.762776e-03                 | 3.345682e-02           |
| gpu         | 739     | 5912      | 8                  | 1000000     | 100            | 1.763836e-03                 | 3.340479e-02           |
| gpu         | 740     | 5920      | 8                  | 1000000     | 100            | 1.761886e-03                 | 3.341151e-02           |
| gpu         | 741     | 5928      | 8                  | 1000000     | 100            | 1.764990e-03                 | 3.340817e-02           |
| gpu         | 742     | 5936      | 8                  | 1000000     | 100            | 1.765675e-03                 | 3.342780e-02           |
| gpu         | 743     | 5944      | 8                  | 1000000     | 100            | 1.763599e-03                 | 3.341310e-02           |
| gpu         | 744     | 5952      | 8                  | 1000000     | 100            | 1.759851e-03                 | 3.338493e-02           |
| gpu         | 745     | 5960      | 8                  | 1000000     | 100            | 1.761990e-03                 | 3.336250e-02           |
| gpu         | 746     | 5968      | 8                  | 1000000     | 100            | 1.764949e-03                 | 3.337990e-02           |
| gpu         | 747     | 5976      | 8                  | 1000000     | 100            | 1.764104e-03                 | 3.337227e-02           |
| gpu         | 748     | 5984      | 8                  | 1000000     | 100            | 1.768257e-03                 | 3.339572e-02           |
| gpu         | 749     | 5992      | 8                  | 1000000     | 100            | 1.765917e-03                 | 3.339008e-02           |
| gpu         | 750     | 6000      | 8                  | 1000000     | 100            | 1.765718e-03                 | 3.337738e-02           |
| gpu         | 751     | 6008      | 8                  | 1000000     | 100            | 1.766046e-03                 | 3.338311e-02           |
| gpu         | 752     | 6016      | 8                  | 1000000     | 100            | 1.765808e-03                 | 3.338912e-02           |
| gpu         | 753     | 6024      | 8                  | 1000000     | 100            | 1.767564e-03                 | 3.338811e-02           |
| gpu         | 754     | 6032      | 8                  | 1000000     | 100            | 1.766794e-03                 | 3.347154e-02           |
| gpu         | 755     | 6040      | 8                  | 1000000     | 100            | 1.770286e-03                 | 3.341618e-02           |
| gpu         | 756     | 6048      | 8                  | 1000000     | 100            | 1.766661e-03                 | 3.346409e-02           |
| gpu         | 757     | 6056      | 8                  | 1000000     | 100            | 1.768157e-03                 | 3.343024e-02           |
| gpu         | 758     | 6064      | 8                  | 1000000     | 100            | 1.768985e-03                 | 3.346822e-02           |
| gpu         | 759     | 6072      | 8                  | 1000000     | 100            | 1.768769e-03                 | 3.341829e-02           |
| gpu         | 760     | 6080      | 8                  | 1000000     | 100            | 1.768997e-03                 | 3.341556e-02           |
| gpu         | 761     | 6088      | 8                  | 1000000     | 100            | 1.768553e-03                 | 3.341626e-02           |
| gpu         | 762     | 6096      | 8                  | 1000000     | 100            | 1.770044e-03                 | 3.341017e-02           |
| gpu         | 763     | 6104      | 8                  | 1000000     | 100            | 1.769517e-03                 | 3.338660e-02           |
| gpu         | 764     | 6112      | 8                  | 1000000     | 100            | 1.772542e-03                 | 3.338355e-02           |
| gpu         | 765     | 6120      | 8                  | 1000000     | 100            | 1.771206e-03                 | 3.339058e-02           |
| gpu         | 766     | 6128      | 8                  | 1000000     | 100            | 1.771392e-03                 | 3.339089e-02           |
| gpu         | 767     | 6136      | 8                  | 1000000     | 100            | 1.769717e-03                 | 3.339504e-02           |
| gpu         | 768     | 6144      | 8                  | 1000000     | 100            | 1.769191e-03                 | 3.342810e-02           |
| gpu         | 769     | 6152      | 8                  | 1000000     | 100            | 1.773409e-03                 | 3.340556e-02           |
| gpu         | 770     | 6160      | 8                  | 1000000     | 100            | 1.772285e-03                 | 3.340504e-02           |
| gpu         | 771     | 6168      | 8                  | 1000000     | 100            | 1.775007e-03                 | 3.340252e-02           |
| gpu         | 772     | 6176      | 8                  | 1000000     | 100            | 1.770938e-03                 | 3.347272e-02           |
| gpu         | 773     | 6184      | 8                  | 1000000     | 100            | 1.773149e-03                 | 3.341102e-02           |
| gpu         | 774     | 6192      | 8                  | 1000000     | 100            | 1.775418e-03                 | 3.348757e-02           |
| gpu         | 775     | 6200      | 8                  | 1000000     | 100            | 1.775055e-03                 | 3.343781e-02           |
| gpu         | 776     | 6208      | 8                  | 1000000     | 100            | 1.773632e-03                 | 3.341675e-02           |
| gpu         | 777     | 6216      | 8                  | 1000000     | 100            | 1.772645e-03                 | 3.345821e-02           |
| gpu         | 778     | 6224      | 8                  | 1000000     | 100            | 1.776342e-03                 | 3.342297e-02           |
| gpu         | 779     | 6232      | 8                  | 1000000     | 100            | 1.777630e-03                 | 3.342093e-02           |
| gpu         | 780     | 6240      | 8                  | 1000000     | 100            | 1.776073e-03                 | 3.341172e-02           |
| gpu         | 781     | 6248      | 8                  | 1000000     | 100            | 1.777887e-03                 | 3.338789e-02           |
| gpu         | 782     | 6256      | 8                  | 1000000     | 100            | 1.776555e-03                 | 3.338657e-02           |
| gpu         | 783     | 6264      | 8                  | 1000000     | 100            | 1.778125e-03                 | 3.341327e-02           |
| gpu         | 784     | 6272      | 8                  | 1000000     | 100            | 1.778652e-03                 | 3.339943e-02           |
| gpu         | 785     | 6280      | 8                  | 1000000     | 100            | 1.780431e-03                 | 3.338542e-02           |
| gpu         | 786     | 6288      | 8                  | 1000000     | 100            | 1.780197e-03                 | 3.341029e-02           |
| gpu         | 787     | 6296      | 8                  | 1000000     | 100            | 1.781766e-03                 | 3.337724e-02           |
| gpu         | 788     | 6304      | 8                  | 1000000     | 100            | 1.780156e-03                 | 3.340887e-02           |
| gpu         | 789     | 6312      | 8                  | 1000000     | 100            | 1.782986e-03                 | 3.340405e-02           |
| gpu         | 790     | 6320      | 8                  | 1000000     | 100            | 1.779968e-03                 | 3.346267e-02           |
| gpu         | 791     | 6328      | 8                  | 1000000     | 100            | 1.780169e-03                 | 3.338899e-02           |
| gpu         | 792     | 6336      | 8                  | 1000000     | 100            | 1.783730e-03                 | 3.349497e-02           |
| gpu         | 793     | 6344      | 8                  | 1000000     | 100            | 1.786396e-03                 | 3.343594e-02           |
| gpu         | 794     | 6352      | 8                  | 1000000     | 100            | 1.785465e-03                 | 3.343715e-02           |
| gpu         | 795     | 6360      | 8                  | 1000000     | 100            | 1.785513e-03                 | 3.342881e-02           |
| gpu         | 796     | 6368      | 8                  | 1000000     | 100            | 1.787269e-03                 | 3.342023e-02           |
| gpu         | 797     | 6376      | 8                  | 1000000     | 100            | 1.787067e-03                 | 3.343440e-02           |
| gpu         | 798     | 6384      | 8                  | 1000000     | 100            | 1.789175e-03                 | 3.344849e-02           |
| gpu         | 799     | 6392      | 8                  | 1000000     | 100            | 1.788626e-03                 | 3.340400e-02           |
| gpu         | 800     | 6400      | 8                  | 1000000     | 100            | 1.789048e-03                 | 3.339512e-02           |
| gpu         | 801     | 6408      | 8                  | 1000000     | 100            | 1.786908e-03                 | 3.341593e-02           |
